Date Added,Bean ID #,Roaster,Roast Name,General Tags,Roast Degree,Origins,Regions,Producer Info,Elevation (MASL),Varietals,Process,Processing Tags,Price/Bag,Gram/Bag,Retail Price/Cup (20g),Bulk Price/Cup (20g),Roaster Region,Roaster Country,Tasting Notes,General Tasting Notes,Link,Available?
8/2/2024,4728,KB Coffee Roasters, Colombie - El Diviso Chiroso ,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Bruselas, Pitalito, Huila","Nestor & Adrian Lasso, Finca El Diviso","1,850.00",Chiroso,Natural Anaerobic Thermal Shock,"Multi-Stage Fermentation, Natural, Anaerobic Fermentation, Yeast Inoculated, Thermal Shock, Brix Measured, Mechanically Dried, Sun-Dried, Inoculated",$27.78,250,$2.22,$2.22,EMEA,France,"Strawberry Milkshake, Cherry, Red Fruits, Tropical Fruits","Berries, Creamy, Sweet, Common Fruit, Tropical Fruit",https://kbcoffeeroasters.com/products/colombie-el-diviso-chiroso,YES
8/2/2024,4727,KB Coffee Roasters, Colombie - Aroma Nativo Wild VII ,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Acevedo, Huila",Aroma Nativo,"1,600.00",Castillo,Honey Lactic ,"Honey, Lactic Fermentation",$31.12,250,$2.49,$2.49,EMEA,France,"Lemongrass, Jasmine, Lemon, Floral, Citrus","Citrus Fruit, Floral, Herbal, Vegetal, Tea Like",https://kbcoffeeroasters.com/products/colombie-aroma-nativo-wild-viii,YES
8/2/2024,4726,KB Coffee Roasters, Colombie - Aroma Nativo EFM1425 ,"Single Origin, Single Varietal, Traceable",Filter,Colombia,"Acevedo, Huila",Aroma Nativo,"1,600.00",Pink Bourbon,Honey Double Fermentation ,"Multi-Stage Fermentation, Honey, Anaerobic Fermentation, Dark Room Dried, Controlled Drying",$27.78,250,$2.22,$2.22,EMEA,France,"Peach, Apricot, Guava, Floral, Citrus","Citrus Fruit, Floral, Stone Fruit, Tropical Fruit",https://kbcoffeeroasters.com/products/colombie-aroma-nativo-1,NO
8/2/2024,4725,KB Coffee Roasters, Burundi - Kibingo Oro ,"Single Origin, Single Varietal, Traceable",Filter,Burundi,Kayanza,"Greenco Coffee, Kibingo Washing Station",1700 - 1900,Red Bourbon,Natural Oro Yeast,"Natural, Yeast Inoculated, Inoculated",$18.89,250,$1.51,$1.51,EMEA,France,"Raspberry, Strawberries, Popping Candy, Milk Chocolate","Berries, Chocolate, Sweet, Creamy",https://kbcoffeeroasters.com/products/burundi-kibingo-oro,YES
8/2/2024,4724,Hard Lines Coffee, I ♥ Decaf ,"Single Origin, Traceable",Omni,Brazil,Minas Gerais,Happy Capybara,-,-,Ethyl Acetate Decaf,"Decaffeinated, Ethyl Acetate Decaffeination",$13.34,250,$1.07,$0.91,EMEA,United Kingdom,"Chocolate Digestive, Red Fruits, Caramel","Caramel, Sweet, Nutty, Chocolate, Common Fruit",https://hard-lines.co.uk/products/i-heart-decaf,YES
8/2/2024,4723,Hard Lines Coffee, Big Blend ,Roaster Blend,Omni,Brazil & Nicaragua,-,-,-,-,-,-,$14.68,250,$1.17,$0.93,EMEA,United Kingdom,Sweet And Well Rounded,"Balanced, Sweet",https://hard-lines.co.uk/products/the-big-blend,NO
8/2/2024,4722,Hard Lines Coffee, Colombia Frutas Rojas ,"Single Origin, Traceable",Omni,Colombia,Huila,Terra Verde Association,-,-,Washed,Washed,$16.01,250,$1.28,$1.28,EMEA,United Kingdom,"Strawberry, Cacao Nibs, Super Sweet","Berries, Chocolate, Sweet",https://hard-lines.co.uk/products/colombia-frutas-rojas,NO
8/2/2024,4721,Hard Lines Coffee, Peru Ukuku ,"Single Origin, Traceable",Omni,Peru,Jaen,Multiple smallholder farmers,-,-,Washed,Washed,$17.35,250,$1.39,$1.17,EMEA,United Kingdom,"Peach, Apricot And Blueberry","Berries, Stone Fruit",https://hard-lines.co.uk/products/peru-ukuku,NO
8/2/2024,4720,Hard Lines Coffee, For the Forests ,"Single Origin, Traceable",Omni,Peru,Velo De Novia,Wampís Nation,-,-,Washed,Washed,$16.01,250,$1.28,$1.28,EMEA,United Kingdom,"Blackberry, Hazelnut And Chocolate","Berries, Chocolate, Nutty",https://hard-lines.co.uk/products/for-the-forest,NO
8/2/2024,4719,Hard Lines Coffee, Rwanda Kilimbi Natural ,"Single Origin, Traceable",Omni,Rwanda,Gakenke And Nyamasheke,"Muraho Trading Company, Kilimbi Washing Station",-,-,Natural,"Natural, Hand Sorted, Floated, Dried on Raised Beds",$18.68,250,$1.49,$1.17,EMEA,United Kingdom,"Tangerine, Sherry, Elderflower","Citrus Fruit, Tropical Fruit, Floral, Common Fruit, Fermented",https://hard-lines.co.uk/products/rwanda-kilimbi-natural-1,NO
8/2/2024,4718,Hard Lines Coffee, Brazil Sitio Lagoa ,"Single Origin, Traceable",Omni,Brazil,-,"Heleno and Helana Bachião Dolivo, Sitio Lagoa","1,150.00",-,Natural,Natural,$16.01,250,$1.28,$1.07,EMEA,United Kingdom,"Caramel, Plum And Milk Chocolate","Caramel, Chocolate, Stone Fruit, Creamy",https://hard-lines.co.uk/products/brazil-sitio-lagoa,NO
8/2/2024,4717,Hard Lines Coffee, Colombia El Carmen ,"Single Origin, Traceable",Omni,Colombia,Huila,"Multiple smallholder farmers, El Carmen",-,-,Washed,Washed,$15.35,250,$1.23,$0.96,EMEA,United Kingdom,Cherry Bakewell,Berries,https://hard-lines.co.uk/products/colombia-el-carmen,YES
8/2/2024,4716,Hard Lines Coffee, House Party ,"Single Origin, Traceable",Omni,Brazil,Minas Gerais,"Brito Family, Sete Cachoeiras",-,-,Natural,Natural,$13.34,250,$1.07,$0.67,EMEA,United Kingdom,"Chocolate, Dried Fruit Nuts","Chocolate, Dried Fruit, Common Fruit, Nutty",https://hard-lines.co.uk/products/houseparty,YES
8/2/2024,4715,Kaffa,Kaffebønner 1kg Guatemala Las Palomas,"Single Origin, Traceable",-,Guatemala,Huehuetenago,Las Palomas Community,-,"Caturra, Catuai, Bourbon And Tipica",Washed,Washed,$57.30,"1,000",$1.15,$1.15,EMEA,Norway,"Dark Chocolate, Blackcurrant Rosehip","Berries, Chocolate, Floral",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-1kg-guatemala-las-palomas,YES
8/2/2024,4714,Kaffa,Kaffebønner 1kg Honduras Benjamin Paz La Orquidea,"Single Origin, Single Varietal, Traceable",-,Honduras,Santa Barbara,"Benjamin Paz, La Orquidea",-,Pacas,Honey,Honey,$60.45,"1,000",$1.21,$1.21,EMEA,Norway,"Orange Wine, Raspberry Drops Field Strawberry Jam","Berries, Sweet, Tropical Fruit, Citrus Fruit, Fermented, Common Fruit",https://www.kaffa.no/collections/kaffebnner/products/kaffe-honduras-la-orquidea-1kg,YES
8/2/2024,4713,Kaffa,Kaffebønner 1kg Honduras El Ocotillo,"Single Origin, Single Varietal, Traceable",-,Honduras,Santa Barbara,"Natividad Benitez, El Ocotillo",-,Pacas,Washed,Washed,$57.30,"1,000",$1.15,$1.15,EMEA,Norway,"Yellow Plum, Dried Pineapple And Marzipan","Dried Fruit, Stone Fruit, Sweet, Nutty, Tropical Fruit",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-1kg-honduras-el-ocotillo,NO
8/2/2024,4712,Kaffa,Kaffebønner 1kg Kenya Thimu AA,"Single Origin, Traceable",-,Kenya,Kirinyaga,Baragwi Cooperative,-,"Sl28, Sl34 & Ruiru 11, Batian",Washed,Washed,$60.45,"1,000",$1.21,$1.21,EMEA,Norway,"Blackcurrant Jam, Blackberries Brown Sugar","Berries, Caramel, Sweet",https://www.kaffa.no/collections/kaffebnner/products/kaffe-kenya-thimu-1kg,NO
8/2/2024,4711,Kaffa,Kaffebønner 1kg Oslo Mellombrent,Roaster Blend,Espresso,"Brazil, Peru, Ethiopia",-,-,-,-,-,-,$37.22,"1,000",$0.74,$0.74,EMEA,Norway,"Sweet, Balanced And Fruity Coffee","Balanced, Common Fruit, Sweet",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-1kg-oslo-mellombrent-1,YES
8/2/2024,4710,Kaffa,Kaffebønner 1kg Oslo Mørkbrent,Roaster Blend,Espresso,"Brazil, Peru, Honduras",-,-,-,-,-,-,$39.00,"1,000",$0.78,$0.78,EMEA,Norway,Stone Fruit Sweetness,"Common Fruit, Stone Fruit, Sweet",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-1kg-oslo-morkbrent,YES
8/2/2024,4709,Kaffa,Kaffebønner 1kg Peru Damian Espinoza,"Single Origin, Single Varietal, Traceable",-,Peru,Cajamarca,"Damian Espinoza, Finca La Palma",-,Gul Caturra,Washed,Washed,$47.48,"1,000",$0.95,$0.95,EMEA,Norway,"Red Apple, Rose Water Milk Chocolate","Chocolate, Common Fruit, Floral, Creamy",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-1kg-peru-damian-espinoza,YES
8/2/2024,4708,Kaffa,Kaffebønner 1kg Sommerkaffe,"Single Origin, Traceable",-,Kenya,Kiambu,"Ritho Farmers Cooperative Society, Wamuguma Factory",-,"Sl28, Sl34 & Ruiru 11",Washed,Washed,$60.45,"1,000",$1.21,$1.21,EMEA,Norway,"Blackcurrant Syrup, Cherries Candied Ginger","Berries, Spiced, Sweet, Cereal",https://www.kaffa.no/collections/kaffebnner/products/kaffe-sommerkaffe-24-1kg,NO
8/2/2024,4707,Kaffa,Kaffebønner 250g mørkbrent Guatemala Buena Vista,"Single Origin, Single Varietal, Traceable",Espresso,Guatemala,Antigua,"Luis Pedro Zelaya, Buena Vista",-,Bourbon,Washed,Washed,$16.97,250,$1.36,$1.36,EMEA,Norway,"Dark Chocolate, Raisin Toffee","Caramel, Chocolate, Dried Fruit",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-250g-morkbrent-guatemala-buena-vista,NO
8/2/2024,4706,Kaffa,Kaffebønner 250g Oslo Mellombrent,Roaster Blend,Espresso,"Brazil, Peru, Ethiopia",-,-,-,-,-,-,$11.63,250,$0.93,$0.93,EMEA,Norway,"Sweet, Balanced And Fruity Coffee","Balanced, Common Fruit, Sweet",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-1kg-oslo-mellombrent,YES
8/2/2024,4705,Kaffa,Kaffebønner 250g Oslo Mørkbrent Espresso,Roaster Blend,Espresso,"Brazil, Peru, Honduras",-,-,-,-,-,-,$12.20,250,$0.98,$0.98,EMEA,Norway,Stone Fruit Sweetness,"Common Fruit, Stone Fruit, Sweet",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-oslo-morkbrent,YES
8/2/2024,4704,Kaffa,Kaffebønner 1kg Østmarka Espresso,Roaster Blend,Espresso,"Brazil, Peru, Guatemala",-,-,-,-,-,-,$42.14,"1,000",$0.84,$0.84,EMEA,Norway,"Chocolate, Nougat And Red Berries","Berries, Chocolate, Nutty, Sweet, Creamy",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-1kg-ostmarka,YES
8/2/2024,4703,Kaffa,Kaffebønner 250g Østmarka Espresso,Roaster Blend,Espresso,"Brazil, Peru, Guatemala",-,-,-,-,-,-,$13.25,250,$1.06,$1.06,EMEA,Norway,"Chocolate, Nougat And Red Berries","Berries, Chocolate, Nutty, Sweet, Creamy",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-ostmarka,YES
8/2/2024,4702,Kaffa,Kaffebønner Brasil Irmas Pereira,"Single Origin, Single Varietal, Traceable",-,Brazil,Carmo De Minas,Bourbon,-,Bourbon,Natural,Natural,$13.25,250,$1.06,$1.06,EMEA,Norway,"Dark Chocolate, Dried Fruit Caramel","Caramel, Sweet, Nutty, Chocolate, Dried Fruit, Common Fruit",https://www.kaffa.no/collections/kaffebnner/products/kaffe-brasil-irmas-pereira-250g,NO
8/2/2024,4701,Kaffa,Kaffebønner Guatemala Las Palomas,"Single Origin, Traceable",-,Guatemala,Huehuetenago,Las Palomas Community,-,"Caturra, Catuai, Bourbon And Tipica",Washed,Washed,$17.93,250,$1.43,$1.43,EMEA,Norway,"Dark Chocolate, Blackcurrant Rosehip","Berries, Chocolate, Floral",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-guatemala-las-palomas,YES
8/2/2024,4700,Kaffa,Kaffebønner Honduras Benjamin Paz La Orquidea,"Single Origin, Single Varietal, Traceable",-,Honduras,Santa Barbara,"Benjamin Paz, La Orquidea",-,Pacas,Honey,Honey,$18.88,250,$1.51,$1.51,EMEA,Norway,"Orange Wine, Raspberry Drops Field Strawberry Jam","Berries, Sweet, Tropical Fruit, Citrus Fruit, Fermented, Common Fruit",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-honduras-la-orquidea,YES
8/2/2024,4699,Kaffa,Kaffebønner Honduras El Ocotillo,"Single Origin, Single Varietal, Traceable",-,Honduras,Santa Barbara,"Natividad Benitez, El Ocotillo",-,Pacas,Washed,Washed,$17.93,250,$1.43,$1.43,EMEA,Norway,"Yellow Plum, Dried Pineapple And Marzipan","Dried Fruit, Stone Fruit, Sweet, Nutty, Tropical Fruit",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-honduras-el-ocotillo,NO
8/2/2024,4698,Kaffa,Kaffebønner Kenya Thimu AA,"Single Origin, Traceable",-,Kenya,Kirinyaga,Baragwi Cooperative,-,"Sl28, Sl34 & Ruiru 11, Batian",Washed,Washed,$18.88,250,$1.51,$1.51,EMEA,Norway,"Blackcurrant Jam, Blackberries Brown Sugar","Berries, Caramel, Sweet",https://www.kaffa.no/collections/kaffebnner/products/kaffe-kenya-thimu-250g,NO
8/2/2024,4697,Kaffa,Kaffebønner Peru Damian Espinoza Økologisk,"Single Origin, Single Varietal, Traceable",-,Peru,Cajamarca,"Damian Espinoza, Finca La Palma",-,Gul Caturra,Washed,Washed,$18.88,250,$1.51,$1.51,EMEA,Norway,"Red Apple, Rose Water And Milk Chocolate","Chocolate, Common Fruit, Floral, Creamy",https://www.kaffa.no/collections/kaffebnner/products/kaffebonner-peru-damian-espinoza-2,YES
8/2/2024,4696,Kaffa,Sommerkaffen 2024,"Single Origin, Traceable",-,Kenya,Kiambu,"Ritho Farmers Cooperative Society, Wamuguma Washing Station",-,"Sl28, Sl34 & Ruiru 11",Washed,Washed,$18.88,250,$1.51,$1.51,EMEA,Norway,"Blackcurrant Syrup, Cherries, Candied Ginger","Berries, Spiced, Sweet, Cereal",https://www.kaffa.no/collections/kaffebnner/products/sommerkaffen-2024,NO
8/2/2024,4695,Ignis Coffee,Ethiopia / Gesha Village Champions Reserve No.01 100g,"Single Origin, Single Varietal, Traceable",Filter,Ethiopia,"Bench Maji Zone, Gesha","Rachel Samuel and Adam Overton, Gesha Village","1,909 - 2,063",Gesha 1931,Honey,Honey,$208.89,100,$41.78,$41.78,APAC,Japan,Clean Refined Flavor,Clean,https://igniscoffee.stores.jp/items/60eea5a7640dfc251e8872fd,NO
8/2/2024,4694,Ignis Coffee,ETHIOPIA / GARGARI PROJECT ORIGIN HABHAB 100g.,"Single Origin, Traceable",Filter,Ethiopia,Yirgacheffe,"Banko Gutity Village, Gargari washing station",1900 - 2100,Ethiopian Heirlooms,Super Natural,Natural,$31.33,100,$6.27,$6.27,APAC,Japan,"Muscat, Lemon Tea, Orange Wine, Nectarine","Citrus Fruit, Floral, Spiced, Fermented, Stone Fruit, Tea Like, Tropical Fruit, Common Fruit",https://igniscoffee.stores.jp/items/6664416b1b359a13f2168243,YES
8/2/2024,4693,Ignis Coffee,KENYA / THUTI FRUIT TOMATO 100g.,"Single Origin, Traceable",Filter,Kenya,-,"Othaya Farmers Cooperative Society, Thuti Wet Mill",-,"Sl28, Sl34",Washed,Washed,$17.41,100,$3.48,$3.48,APAC,Japan,"Fruit Tomato, Pink Grapefruit","Citrus Fruit, Common Fruit, Vegetal",https://igniscoffee.stores.jp/items/666aa4788d1e7d00d24b4618,YES
8/2/2024,4692,Ignis Coffee,COLOMBIA / QUINDIO WINE YEAST PASSION FRUIT 100g,"Single Origin, Single Varietal, Traceable",Filter,Colombia,Quindio,Felipe Alkira,-,Caturra,Passion Fruit Infused Fermentation,"Cofermentation, Infused",$31.33,100,$6.27,$6.27,APAC,Japan,"Passion Fruit, Lychee, Orange Juice, Pineapple","Common Fruit, Tropical Fruit, Citrus Fruit",https://igniscoffee.stores.jp/items/63e5f58234e0177e5aea2422,NO
8/2/2024,4691,Huckleberry Roasters,Skeleton Key Decaf,Single Origin,Omni,Colombia,-,-,-,-,Ethyl Acetate Decaf,"Decaffeinated, Ethyl Acetate Decaffeination",$19.00,340,$1.12,$0.90,NA,USA,"Chocolate, Caramel, And Sweet Nuttiness","Caramel, Chocolate, Sweet",https://huckleberryroasters.com/collections/frontpage/products/skeleton-key-decaf,YES
8/2/2024,4690,Huckleberry Roasters,Civitas,"Single Origin, Traceable",Omni,Peru,-,Multiple smallholder farmers,-,-,-,-,$19.00,340,$1.12,$0.90,NA,USA,"Dark Sugars, Chocolate, Toffee, And A Great Nuttiness","Caramel, Chocolate, Sweet, Fermented",https://huckleberryroasters.com/collections/frontpage/products/civitas-blend,YES
8/2/2024,4689,Huckleberry Roasters,Sound and Vision Blend,Roaster Blend,Omni,"Brazil, Uganda, Peru",-,-,-,-,-,-,$18.50,340,$1.09,$0.88,NA,USA,"Chocolatey, Full-Bodied, Fruit, Brightness","Chocolate, Creamy, Common Fruit",https://huckleberryroasters.com/collections/frontpage/products/sound-and-vision-blend,YES
8/2/2024,4688,Huckleberry Roasters,Blue Orchid Blend,Roaster Blend,Espresso,"Peru, Brazil",-,-,-,-,-,-,$18.00,340,$1.06,$0.84,NA,USA,"Sweet, Full-Bodied, Chocolate And Caramel","Caramel, Sweet, Nutty, Chocolate, Creamy",https://huckleberryroasters.com/collections/frontpage/products/blue-orchid,YES
8/2/2024,4687,Huckleberry Roasters,Good Food Awards Winner! Phantom Limb Blend,Roaster Blend,Omni,"Ethiopia, Uganda",-,-,-,-,-,-,$20.00,340,$1.18,$0.93,NA,USA,"Red Grape And Blackberry, Lemon Brightness, Floral Aromatics, Cocoa","Berries, Common Fruit, Chocolate, Citrus Fruit, Floral",https://huckleberryroasters.com/collections/frontpage/products/phantom-limb-blend,YES
8/2/2024,4686,Huckleberry Roasters,East Timor Eratoi,"Single Origin, Traceable",Omni,Timor Leste,"Ermera, Eratoi",Eratoi Farmers Group,-,-,Washed,Washed,$20.00,340,$1.18,$0.93,NA,USA,"Pleasant Toasted Almond, A Subtly-Spicy Cinnamon, Buttery Pastry, And Just A Hint Of Red Apple-Like Fruitiness","Creamy, Nutty, Roasty, Spiced, Sweet, Cereal, Fermented",https://huckleberryroasters.com/collections/frontpage/products/east-timor-eratoi,NO
8/2/2024,4685,Huckleberry Roasters,Uganda Sipi Falls Natural,"Single Origin, Traceable",Omni,Uganda,"Kapchorwa, Sipi Falls","Gamatui, Sipi Falls Washing Station","1,600 - 1,900",-,Natural,Natural,$21.00,340,$1.23,$0.97,NA,USA,"Wild Fruit Flavors Of Concord Grape And Berries, Rounded Out With Bittersweet Chocolate","Balanced, Berries, Common Fruit, Chocolate",https://huckleberryroasters.com/collections/frontpage/products/uganda-sipi-falls-natural,YES
8/2/2024,4684,Huckleberry Roasters,Uganda Sipi Falls Washed,"Single Origin, Traceable",Omni,Uganda,"Kapchorwa, Sipi Falls","Gamatui, Sipi Falls Washing Station","1,600 - 1,900",-,Washed,Washed,$20.00,340,$1.18,$0.93,NA,USA,"Dried Apricot Fruitiness, Butterscotch-Like Sweetness, And Balanced Orange Acidity","Balanced, Dried Fruit, Stone Fruit, Sweet, Tropical Fruit, Citrus Fruit",https://huckleberryroasters.com/collections/frontpage/products/uganda-sipi-falls,NO
8/2/2024,4683,Huckleberry Roasters,Ethiopia Gure Kesso,"Single Origin, Traceable",Omni,Ethiopia,Gure Kesso,"Multiple smallholder farmers, Telila Washing Station",-,Ethiopian Heirlooms,Washed,Washed,$21.00,340,$1.23,$0.97,NA,USA,"Honeydew, Lime Popsicle, And Wildflower Honey Flavors And Delicate Complexity","Citrus Fruit, Complex, Floral, Tea Like, Common Fruit, Sweet",https://huckleberryroasters.com/collections/frontpage/products/ethiopia-gure-kesso,NO
8/2/2024,4682,Huckleberry Roasters,Peru La Pomarrosa,"Single Origin, Traceable",Omni,Peru,La Higuera,"Merci Fernandez, Finca La Pomarrosa","1,800.00",-,Washed,Washed,$22.00,340,$1.29,$1.01,NA,USA,"Black Plum And Raspberry, Balanced With Notes Of Caramel And Pastry","Balanced, Berries, Caramel, Stone Fruit, Sweet, Cereal",https://huckleberryroasters.com/collections/frontpage/products/peru-la-pomarrosa,YES
8/2/2024,4681,Huckleberry Roasters,Brazil Forno Grande,"Single Origin, Traceable",Omni,Brazil,"Minas Gerais, Espirito Santo","Jose Schiavo, Sitio Forno Grande",-,-,Washed,Washed,$21.00,340,$1.23,$0.97,NA,USA,"Nougat, Marmalade, Chocolate Sauce","Caramel, Chocolate, Nutty, Sweet, Creamy",https://huckleberryroasters.com/collections/frontpage/products/brazil-forno-grande,NO
8/2/2024,4680,Huckleberry Roasters,Bolivia Copacabana Productoras,"Single Origin, Traceable",Omni,Bolivia,"Copacabana, Caranavi","Carmelita Aduviri, Juana Gonzales, and Mercedes Condoni, Agricafé",-,-,Washed,Washed,$23.00,340,$1.35,$1.06,NA,USA,"Dates, Spicecake, Almond, Pear","Dried Fruit, Common Fruit, Nutty",https://huckleberryroasters.com/collections/frontpage/products/bolivia-copacabana-productoras,NO
8/2/2024,4679,Luminous Coffee,COLOMBIA BOURBON PIMIENTA HONEY CARBONIC C02,"Single Origin, Single Varietal, Traceable, Cost Transparent",Filter,Colombia,"Fresno, Tolima","Shady & Elias Bayter, El Vergel","1,350.00",Bourbon Pimienta,Yellow Honey Carbonic Maceration,"Honey, Carbonic Maceration, Hand Sorted, Mechanically Dried, Floated, Sun-Dried",$29.00,200,$2.90,$2.20,NA,USA,"Passionfruit, Coconut, Berry, Spice","Berries, Spiced, Tropical Fruit",https://www.loveluminous.coffee/drop-store/p/bourbonpimientacoffee,NO
8/2/2024,4678,Luminous Coffee,COLOMBIA TYPICA BLACK HONEY CARBONIC KOJI,"Single Origin, Single Varietal, Traceable, Cost Transparent",Filter,Colombia,"Fresno, Tolima","Shady & Elias Bayter, El Vergel","1,350.00",Typica,Black Honey Carbonic Maceration Koji ,"Natural, Honey, Carbonic Maceration, Koji Inoculated, Dried on Raised Beds, Inoculated",$29.00,200,$2.90,$2.20,NA,USA,"Sweet Red Apple, Heavy Cacao, Raisin, Peach","Chocolate, Common Fruit, Creamy, Dried Fruit, Stone Fruit, Sweet",https://www.loveluminous.coffee/drop-store/p/blackhoneytypicakojicoffee,NO
8/2/2024,4677,Luminous Coffee,COLOMBIA BLACK HONEY CARBONIC MOSTO,"Single Origin, Single Varietal, Traceable, Cost Transparent",Filter,Colombia,"Fresno, Tolima","Shady & Elias Bayter, El Vergel","1,350.00",Caturra,Black Honey Carbonic Maceration Mosto,"Honey, Carbonic Maceration, Dried on Raised Beds, Mossto Inoculated",$23.00,200,$2.30,$2.00,NA,USA,"Black Tea, Lactic Acidity, Rose Like, Mango Sweetness","Acidic, Floral, Sweet, Tea Like, Tropical Fruit, Stone Fruit, Berries",https://www.loveluminous.coffee/drop-store/p/blackhoneymostocoffee,NO
8/2/2024,4676,Monogram Coffee,Finca Takesi Gesha Screen Size 15+,"Single Origin, Single Varietal, Traceable",Filter,Bolivia,Yanacachi,"Mariana Iturralde & Family, Finca Takesi","1,700 - 2,600",Gesha Screen Size 15+,Washed,Washed,$36.00,125,$5.76,$5.76,NA,Canada,"Jasmine, Lemon Blossom, Black Tea","Citrus Fruit, Floral, Tea Like, Berries",https://monogramcoffee.com/en-us/collections/exceptional/products/finca-takesi-gesha-screen-size-15,YES
8/2/2024,4675,Monogram Coffee,Finca Takesi Gesha Screen Size 13+14,"Single Origin, Single Varietal, Traceable",Filter,Bolivia,Yanacachi,"Mariana Iturralde & Family, Finca Takesi","1,700 - 2,600",Gesha Screen Size 13+14,Washed,Washed,$36.00,125,$5.76,$5.76,NA,Canada,"Peach, Orange Blossom, Cane Sugar","Floral, Stone Fruit, Sweet, Tropical Fruit, Citrus Fruit",https://monogramcoffee.com/en-us/collections/exceptional/products/finca-takesi-gesha-screen-size-13-14,YES
8/2/2024,4674,Cupping Room Coffee Roasters,Victor Felix Ramirez Geisha,"Single Origin, Single Varietal, Traceable",-,Colombia,-,Victor Felix,-,Geisha,Anaerobic Washed,"Washed, Anaerobic Fermentation",$31.85,200,$3.18,$3.18,APAC,China,"Tangerine, Bergamot, Earl Gray","Citrus Fruit, Tropical Fruit, Tea Like",https://www.cuppingroom.hk/product/2698,NO
8/2/2024,4673,Cupping Room Coffee Roasters,Ciao Bella-Italian blend,Roaster Blend,-,"Colombia, Brazil, Tanzania, Guatemala",-,-,-,-,-,-,$16.70,200,$1.67,$0.85,APAC,China,"Nutty, Milk Chocolate, Dark Berry","Berries, Chocolate, Nutty, Creamy",https://www.cuppingroom.hk/product/2684,YES
8/2/2024,4672,Cupping Room Coffee Roasters,Daijoubu-Japanese Blend Coffee,Roaster Blend,-,"Colombia, Brazil, Guatemala, Indonesia",-,-,-,-,-,-,$16.70,200,$1.67,$0.85,APAC,China,"Dark Chocolate, Herbal, Roasted Pecan","Chocolate, Herbal, Nutty, Roasty",https://www.cuppingroom.hk/product/2687,YES
8/2/2024,4671,Cupping Room Coffee Roasters,Decaf,Single Origin,-,Colombia,Huila,-,-,"Colombia, Caturra, Typica","Ethyl Acetate Decaf, Natural","Natural, Decaffeinated, Ethyl Acetate Decaffeination",$17.34,200,$1.73,$0.92,APAC,China,"Raisin, Banana, Cacao","Chocolate, Dried Fruit, Tropical Fruit",https://www.cuppingroom.hk/product/3406,YES
8/2/2024,4670,La Cabra, Anderson Castrillón ,"Single Origin, Single Varietal, Traceable",Omni,Colombia,Risaralda,"Anderson Castrillon, LaREB, La Celia","1,700.00",Castillo,"Washed, Anoxic Fermentation","Washed, Anoxic Fermentation",$23.00,250,$1.84,$1.68,NA / EMEA,USA / Denmark,"Citrus, Sweet, Juicy","Citrus Fruit, Sweet",https://www.lacabra.dk/products/anderson-castrillon-2,NO
8/2/2024,4669,La Cabra, Danche ,"Single Origin, Traceable",Omni,Ethiopia,Yirgacheffe,"Negusse Debela, SNAP Coffee, Chelbesa Danche, Wate Danche Washing Station","2,200.00",Ethiopian Heirlooms,Washed,Washed,$23.00,250,$1.84,$1.68,NA / EMEA,USA / Denmark,"Tinned Peaches, Jasmine, Citrus","Citrus Fruit, Stone Fruit, Tea Like, Floral",https://www.lacabra.dk/products/danche-1,NO
8/2/2024,4668,La Cabra, Sebastiana Gaspar ,"Single Origin, Traceable",Omni,Guatemala,Huehuetenango,"Sebastiana Gaspar, Gaspar Family Farm","1,600.00","Caturra, Catuai",Washed,Washed,$21.00,250,$1.68,$1.54,NA / EMEA,USA / Denmark,"Ripe Stone Fruit, Cascara","Common Fruit, Stone Fruit, Sweet, Tea Like",https://www.lacabra.dk/products/sebastiana-gaspar-1,NO
8/2/2024,4667,Crankhouse Coffee,Fazenda Mundo Novo Natural,"Single Origin, Single Varietal, Traceable",Omni,Brazil,Sul De Minas,"Alexandre Cambraia, Mundo Novo",-,Yellow Bourbon,Natural ,Natural,$16.01,250,$1.28,$1.17,EMEA,United Kingdom,"Peach Tea, Almond And Honey","Floral, Common Fruit, Nutty, Stone Fruit, Sweet, Tea Like",https://www.crankhousecoffee.co.uk/products/fazenda-mundo-novo-natural,YES
